state_code,county_name,town,precinct_name,precinct_id,GC_Polling_Place
WI,DUNN,TOWN OF MENOMONIE,DUNN - TOWN OF MENOMONIE - WARD 003,413412,"MENOMONIE TOWN HALL, E4055 550TH AVE, MENOMONIE, WI, 54751"
WI,DUNN,TOWN OF STANTON,DUNN - TOWN OF STANTON - WARD 001,415406,"STANTON TOWN SHOP, E1940 890TH AVE, KNAPP, WI, 54749"
WI,DUNN,TOWN OF MENOMONIE,DUNN - TOWN OF MENOMONIE - WARD 001,417557,"MENOMONIE TOWN HALL, E4055 550TH AVE, MENOMONIE, WI, 54751"
WI,DUNN,VILLAGE OF RIDGELAND,DUNN - VILLAGE OF RIDGELAND - WARD 001,418034,"RIDGELAND VILLAGE HALL, 103 ELLIOT ST N, RIDGELAND, WI, 54763"
WI,DUNN,VILLAGE OF COLFAX,DUNN - VILLAGE OF COLFAX - WARD 002,417351,"COLFAX MUNICIPAL BUILDING, 613 MAIN ST, COLFAX, WI, 54730"
WI,DUNN,TOWN OF TIFFANY,DUNN - TOWN OF TIFFANY - WARD 002,418052,"TIFFANY TOWN HALL, N11502 STATE ROAD 79, BOYCEVILLE, WI, 54725"
WI,DUNN,TOWN OF TIFFANY,DUNN - TOWN OF TIFFANY - WARD 001,418106,NA
WI,DUNN,CITY OF MENOMONIE,DUNN - CITY OF MENOMONIE - WARD 006,413508,"LEISURE SERVICES CENTER, 1412 6TH ST E, MENOMONIE, WI, 54751"
WI,DUNN,VILLAGE OF WHEELER,DUNN - VILLAGE OF WHEELER - WARD 001,417886,"WHEELER VILLAGE HALL, 105 W TOWER RD, WHEELER, WI, 54772"
WI,DUNN,TOWN OF WESTON,DUNN - TOWN OF WESTON - WARD 002,418198,"WESTON TOWN HALL, N3665 175TH ST, MENOMONIE, WI, 54751"
WI,DUNN,VILLAGE OF DOWNING,DUNN - VILLAGE OF DOWNING - WARD 001,418222,"Village of Downing Village Hall, 402 MAIN ST, DOWNING, WI, 54734"
WI,DUNN,CITY OF MENOMONIE,DUNN - CITY OF MENOMONIE - WARD 009,413671,"LEISURE SERVICES CENTER, 1412 6TH ST E, MENOMONIE, WI, 54751"
WI,DUNN,TOWN OF TAINTER,DUNN - TOWN OF TAINTER - WARD 003,416036,"TAINTER TOWN HALL, N8150 COUNTY ROAD D, COLFAX, WI, 54730"
WI,DUNN,VILLAGE OF BOYCEVILLE,DUNN - VILLAGE OF BOYCEVILLE - WARD 001,414398,"BOYCEVILLE COMMUNITY CENTER, 1233 CHARLOTTE ST, BOYCEVILLE, WI, 54725"
WI,DUNN,TOWN OF OTTER CREEK,DUNN - TOWN OF OTTER CREEK - WARD 001,416741,NA
WI,DUNN,VILLAGE OF KNAPP,DUNN - VILLAGE OF KNAPP - WARD 001,417293,"KNAPP COMMUNITY HALL, 111 OAK ST, KNAPP, WI, 54749"
WI,DUNN,TOWN OF GRANT,DUNN - TOWN OF GRANT - WARD 002,1651990,"GRANT TOWN HALL, N10360 COUNTY RD W, COLFAX, WI, 54730"
WI,DUNN,TOWN OF SHERMAN,DUNN - TOWN OF SHERMAN - WARD 001,414587,"SHERMAN TOWN HALL, N8425 COUNTY ROAD F, MENOMONIE, WI, 54751"
WI,DUNN,TOWN OF RED CEDAR,DUNN - TOWN OF RED CEDAR - WARD 003,418387,"RED CEDAR TOWN HALL, E6591 627TH AVE, MENOMONIE, WI, 54751"
WI,DUNN,VILLAGE OF ELK MOUND,DUNN - VILLAGE OF ELK MOUND - WARD 001,415290,"ELK MOUND MUNICIPAL BUILDING, E206 MENOMONIE ST, ELK MOUND, WI, 54739"
WI,DUNN,TOWN OF RED CEDAR,DUNN - TOWN OF RED CEDAR - WARD 001,413163,"RED CEDAR TOWN HALL, E6591 627TH AVE, MENOMONIE, WI, 54751"
WI,DUNN,TOWN OF PERU,DUNN - TOWN OF PERU - WARD 001,418156,"PERU TOWN HALL, E7209 160TH AVE, MONDOVI, WI, 54755"
WI,DUNN,CITY OF MENOMONIE,DUNN - CITY OF MENOMONIE - WARD 010,413516,"CHIPPEWA VALLEY TECHNICAL COLLEGE, 403 TECHNOLOGY DR E, MENOMONIE, WI, 54751"
WI,DUNN,TOWN OF MENOMONIE,DUNN - TOWN OF MENOMONIE - WARD 002,413705,"MENOMONIE TOWN HALL, E4055 550TH AVE, MENOMONIE, WI, 54751"
WI,DUNN,TOWN OF SHERIDAN,DUNN - TOWN OF SHERIDAN - WARD 001,417230,"SHERIDAN TOWN HALL, E3705 COUNTY ROAD VVV, WHEELER, WI, 54772"
WI,DUNN,TOWN OF ELK MOUND,DUNN - TOWN OF ELK MOUND - WARD 003,418206,"ELK MOUND TOWN HALL, N6299 906TH ST, ELK MOUND, WI, 54739"
WI,DUNN,TOWN OF SPRING BROOK,DUNN - TOWN OF SPRING BROOK - WARD 001,416986,"SPRING BROOK TOWN HALL, N3519 810TH ST, ELK MOUND, WI, 54739"
WI,DUNN,TOWN OF GRANT,DUNN - TOWN OF GRANT - WARD 001,417327,"GRANT TOWN HALL, N10360 COUNTY RD W, COLFAX, WI, 54730"
WI,EAU CLAIRE,TOWN OF SEYMOUR,EAU CLAIRE - TOWN OF SEYMOUR - WARD 006,1578964,"SEYMOUR TOWN HALL, 6500 TOWER DR, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 047,1618887,"Hope Lutheran Church, 2226 EDDY LN, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 051,1618891,"CALVARY BAPTIST CHURCH, 3036 EPIPHANY LN, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 055,1792000,"CHIPPEWA VALLEY TECHNICAL COLLEGE, 2320 ALPINE RD, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 031,412567,"SPIRIT (PREVIOUSLY NAMED OUR SAVIOR'S) LUTHERAN CHURCH, 1310 MAIN ST, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,TOWN OF WASHINGTON,EAU CLAIRE - TOWN OF WASHINGTON - WARD 002,415971,"WASHINGTON TOWN HALL, 5750 OLD TOWN HALL RD, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,VILLAGE OF FALL CREEK,EAU CLAIRE - VILLAGE OF FALL CREEK - WARD 001,417046,"FALL CREEK VILLAGE HALL, 122 E LINCOLN AVE, FALL CREEK, WI, 54742"
WI,EAU CLAIRE,CITY OF AUGUSTA,EAU CLAIRE - CITY OF AUGUSTA - WARD 001,417896,"AUGUSTA CITY HALL, 145 W LINCOLN ST, AUGUSTA, WI, 54722"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 046,1618886,"VFW POST 305, 1300 STARR AVE, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 052,1719885,"PEACE LUTHERAN CHURCH, 501 E FILLMORE AVE, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 030,412642,"SALEM BAPTIST CHURCH, 1210 E CLAIREMONT AVE, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 013,413752,"SAINT OLAF CATHOLIC CHURCH, 2407 NORTH LN, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 019,414458,"CHIPPEWA VALLEY TECHNICAL COLLEGE, 2320 ALPINE RD, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,TOWN OF WASHINGTON,EAU CLAIRE - TOWN OF WASHINGTON - WARD 008,414492,"WASHINGTON TOWN HALL, 5750 OLD TOWN HALL RD, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,TOWN OF SEYMOUR,EAU CLAIRE - TOWN OF SEYMOUR - WARD 003,415253,"SEYMOUR TOWN HALL, 6500 TOWER DR, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,TOWN OF WASHINGTON,EAU CLAIRE - TOWN OF WASHINGTON - WARD 010,417258,"WASHINGTON TOWN HALL, 5750 OLD TOWN HALL RD, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,TOWN OF BRIDGE CREEK,EAU CLAIRE - TOWN OF BRIDGE CREEK - WARD 001,417498,"BRIDGE CREEK TOWN HALL, S9515 STATE ROAD 27, AUGUSTA, WI, 54722"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 069,1950015,"TRINITY LUTHERAN CHURCH, 1314 E LEXINGTON BLVD, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 023,412553,"CALVARY BAPTIST CHURCH, 3036 EPIPHANY LN, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 015,412737,"TRINITY LUTHERAN CHURCH, 1314 E LEXINGTON BLVD, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 014,412812,"CHIPPEWA VALLEY TECHNICAL COLLEGE, 2320 ALPINE RD, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,CITY OF ALTOONA,EAU CLAIRE - CITY OF ALTOONA - WARD 001,416317,"River Prairie Center, 1445 FRONT PORCH PL, ALTOONA, WI, 54720"
WI,EAU CLAIRE,CITY OF ALTOONA,EAU CLAIRE - CITY OF ALTOONA - WARD 004,417613,"River Prairie Center, 1445 FRONT PORCH PL, ALTOONA, WI, 54720"
WI,EAU CLAIRE,TOWN OF UNION,EAU CLAIRE - TOWN OF UNION - WARD 004,1578965,"UNION TOWN HALL, 1506 N TOWN HALL RD, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 025,412899,"PEACE LUTHERAN CHURCH, 501 E FILLMORE AVE, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,TOWN OF DRAMMEN,EAU CLAIRE - TOWN OF DRAMMEN - WARD 001,415230,NA
WI,EAU CLAIRE,TOWN OF LINCOLN,EAU CLAIRE - TOWN OF LINCOLN - WARD 001,415269,"LINCOLN TOWN HALL, S5555 GREEN MEADOW RD, FALL CREEK, WI, 54742"
WI,EAU CLAIRE,TOWN OF WASHINGTON,EAU CLAIRE - TOWN OF WASHINGTON - WARD 007,415599,"WASHINGTON TOWN HALL, 5750 OLD TOWN HALL RD, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,TOWN OF WASHINGTON,EAU CLAIRE - TOWN OF WASHINGTON - WARD 001,416785,NA
WI,EAU CLAIRE,CITY OF AUGUSTA,EAU CLAIRE - CITY OF AUGUSTA - WARD 002,417733,"AUGUSTA CITY HALL, 145 W LINCOLN ST, AUGUSTA, WI, 54722"
WI,EAU CLAIRE,TOWN OF WASHINGTON,EAU CLAIRE - TOWN OF WASHINGTON - WARD 006,417776,"WASHINGTON TOWN HALL, 5750 OLD TOWN HALL RD, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 065,1869841,"CEDARCREEK COMMUNITY CHURCH, 3520 EASTWIND DR, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 022,413920,"CALVARY BAPTIST CHURCH, 3036 EPIPHANY LN, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,TOWN OF LUDINGTON,EAU CLAIRE - TOWN OF LUDINGTON - WARD 001,414055,NA
WI,EAU CLAIRE,TOWN OF PLEASANT VALLEY,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 003,414995,"PLEASANT VALLEY TOWN HALL AND FIRE STATION, S10414 COUNTY ROAD HH I, ELEVA, WI, 54738"
WI,EAU CLAIRE,TOWN OF UNION,EAU CLAIRE - TOWN OF UNION - WARD 003,415218,"UNION TOWN HALL, 1506 N TOWN HALL RD, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,CITY OF ALTOONA,EAU CLAIRE - CITY OF ALTOONA - WARD 009,416507,"River Prairie Center, 1445 FRONT PORCH PL, ALTOONA, WI, 54720"
WI,EAU CLAIRE,TOWN OF SEYMOUR,EAU CLAIRE - TOWN OF SEYMOUR - WARD 004,417364,"SEYMOUR TOWN HALL, 6500 TOWER DR, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,TOWN OF LINCOLN,EAU CLAIRE - TOWN OF LINCOLN - WARD 002,417721,NA
WI,EAU CLAIRE,CITY OF ALTOONA,EAU CLAIRE - CITY OF ALTOONA - WARD 015,1989963,"River Prairie Center, 1445 FRONT PORCH PL, ALTOONA, WI, 54720"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 001,412809,"VFW POST 305, 1300 STARR AVE, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 004,413075,"American Legion, 634 WATER ST, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 037,414366,"BIRCH STREET BAPTIST CHURCH, 3120 BIRCH ST, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,TOWN OF CLEAR CREEK,EAU CLAIRE - TOWN OF CLEAR CREEK - WARD 002,416716,"CLEAR CREEK TOWN HALL, S12455 N RAVEN DR, STRUM, WI, 54770"
WI,EAU CLAIRE,TOWN OF WASHINGTON,EAU CLAIRE - TOWN OF WASHINGTON - WARD 013,416784,"WASHINGTON TOWN HALL, 5750 OLD TOWN HALL RD, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF ALTOONA,EAU CLAIRE - CITY OF ALTOONA - WARD 008,417297,"River Prairie Center, 1445 FRONT PORCH PL, ALTOONA, WI, 54720"
WI,EAU CLAIRE,CITY OF AUGUSTA,EAU CLAIRE - CITY OF AUGUSTA - WARD 003,418174,"AUGUSTA CITY HALL, 145 W LINCOLN ST, AUGUSTA, WI, 54722"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 072,1950016,"BETHESDA LUTHERAN BRETHREN CHURCH, 123 W HAMILTON AVE, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 003,412582,"SALEM BAPTIST CHURCH, 1210 E CLAIREMONT AVE, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 017,412636,"BETHESDA LUTHERAN BRETHREN CHURCH, 123 W HAMILTON AVE, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 006,413746,"LAKE STREET METHODIST CHURCH, 337 LAKE ST, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 027,414009,"PEACE LUTHERAN CHURCH, 501 E FILLMORE AVE, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,TOWN OF PLEASANT VALLEY,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 004,414472,NA
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 009,418577,NA
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 050,1618890,"CALVARY BAPTIST CHURCH, 3036 EPIPHANY LN, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 057,1837141,"BETHESDA LUTHERAN BRETHREN CHURCH, 123 W HAMILTON AVE, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 058,1837142,"CONCORDIA EVANGELICAL LUTHERAN CHURCH, 3715 LONDON RD, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 039,414150,"CEDARCREEK COMMUNITY CHURCH, 3520 EASTWIND DR, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,TOWN OF WASHINGTON,EAU CLAIRE - TOWN OF WASHINGTON - WARD 009,414961,"WASHINGTON TOWN HALL, 5750 OLD TOWN HALL RD, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF ALTOONA,EAU CLAIRE - CITY OF ALTOONA - WARD 013,416234,"River Prairie Center, 1445 FRONT PORCH PL, ALTOONA, WI, 54720"
WI,EAU CLAIRE,VILLAGE OF FAIRCHILD,EAU CLAIRE - VILLAGE OF FAIRCHILD - WARD 001,417079,NA
WI,EAU CLAIRE,TOWN OF WASHINGTON,EAU CLAIRE - TOWN OF WASHINGTON - WARD 004,417377,"WASHINGTON TOWN HALL, 5750 OLD TOWN HALL RD, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 033,417857,"CEDARCREEK COMMUNITY CHURCH, 3520 EASTWIND DR, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 045,1618885,"CHIPPEWA VALLEY TECHNICAL COLLEGE, 2320 ALPINE RD, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 008,412914,"SAINT OLAF CATHOLIC CHURCH, 2407 NORTH LN, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 005,413001,"American Legion, 634 WATER ST, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,TOWN OF BRUNSWICK,EAU CLAIRE - TOWN OF BRUNSWICK - WARD 002,414646,"BRUNSWICK FIRE STATION, W5405 COUNTY ROAD Z, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF ALTOONA,EAU CLAIRE - CITY OF ALTOONA - WARD 006,416955,"River Prairie Center, 1445 FRONT PORCH PL, ALTOONA, WI, 54720"
WI,EAU CLAIRE,TOWN OF FAIRCHILD,EAU CLAIRE - TOWN OF FAIRCHILD - WARD 001,417939,"FAIRCHILD TOWN HALL, E25215 COUNTY ROAD RR, FAIRCHILD, WI, 54741"
WI,EAU CLAIRE,CITY OF ALTOONA,EAU CLAIRE - CITY OF ALTOONA - WARD 002,418148,"River Prairie Center, 1445 FRONT PORCH PL, ALTOONA, WI, 54720"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 044,1618884,"CEDARCREEK COMMUNITY CHURCH, 3520 EASTWIND DR, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 038,413932,"HOPE METHODIST CHURCH, 2233 GOLF RD, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 010,414253,"Hope Lutheran Church, 2226 EDDY LN, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 026,414421,"PEACE LUTHERAN CHURCH, 501 E FILLMORE AVE, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,TOWN OF BRUNSWICK,EAU CLAIRE - TOWN OF BRUNSWICK - WARD 001,415114,"BRUNSWICK FIRE STATION, W5405 COUNTY ROAD Z, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF ALTOONA,EAU CLAIRE - CITY OF ALTOONA - WARD 005,415744,"River Prairie Center, 1445 FRONT PORCH PL, ALTOONA, WI, 54720"
WI,EAU CLAIRE,TOWN OF PLEASANT VALLEY,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 002,416276,"PLEASANT VALLEY TOWN HALL AND FIRE STATION, S10414 COUNTY ROAD HH I, ELEVA, WI, 54738"
WI,EAU CLAIRE,TOWN OF WASHINGTON,EAU CLAIRE - TOWN OF WASHINGTON - WARD 011,417283,"WASHINGTON TOWN HALL, 5750 OLD TOWN HALL RD, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 042,1618882,"American Legion, 634 WATER ST, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 066,1869842,"CEDARCREEK COMMUNITY CHURCH, 3520 EASTWIND DR, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 074,1992266,"CHILDREN'S THEATRE - EAU CLAIRE, 1814 N OXFORD AVE, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 029,412922,"GOOD SHEPHERD CHURCH, 1120 CEDAR ST, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,TOWN OF SEYMOUR,EAU CLAIRE - TOWN OF SEYMOUR - WARD 002,413984,"SEYMOUR TOWN HALL, 6500 TOWER DR, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,TOWN OF OTTER CREEK,EAU CLAIRE - TOWN OF OTTER CREEK - WARD 001,416871,"OTTER CREEK TOWN HALL, E15425 COUNTY ROAD HH, OSSEO, WI, 54758"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 049,1618889,"CONCORDIA EVANGELICAL LUTHERAN CHURCH, 3715 LONDON RD, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 011,412766,"BIRCH STREET BAPTIST CHURCH, 3120 BIRCH ST, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 034,413540,"VFW POST 305, 1300 STARR AVE, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 007,413685,"CHILDREN'S THEATRE - EAU CLAIRE, 1814 N OXFORD AVE, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,TOWN OF UNION,EAU CLAIRE - TOWN OF UNION - WARD 001,414758,"UNION TOWN HALL, 1506 N TOWN HALL RD, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,TOWN OF WASHINGTON,EAU CLAIRE - TOWN OF WASHINGTON - WARD 005,415080,"WASHINGTON TOWN HALL, 5750 OLD TOWN HALL RD, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,VILLAGE OF FALL CREEK,EAU CLAIRE - VILLAGE OF FALL CREEK - WARD 002,415105,"FALL CREEK VILLAGE HALL, 122 E LINCOLN AVE, FALL CREEK, WI, 54742"
WI,EAU CLAIRE,CITY OF ALTOONA,EAU CLAIRE - CITY OF ALTOONA - WARD 007,415240,"River Prairie Center, 1445 FRONT PORCH PL, ALTOONA, WI, 54720"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 024,416492,"UW-EAU CLAIRE ZORN ARENA, 121 GARFIELD AVE, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF AUGUSTA,EAU CLAIRE - CITY OF AUGUSTA - WARD 005,418018,"AUGUSTA CITY HALL, 145 W LINCOLN ST, AUGUSTA, WI, 54722"
WI,EAU CLAIRE,TOWN OF SEYMOUR,EAU CLAIRE - TOWN OF SEYMOUR - WARD 005,1578963,"SEYMOUR TOWN HALL, 6500 TOWER DR, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 036,413734,"BIRCH STREET BAPTIST CHURCH, 3120 BIRCH ST, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,TOWN OF SEYMOUR,EAU CLAIRE - TOWN OF SEYMOUR - WARD 001,414277,"SEYMOUR TOWN HALL, 6500 TOWER DR, EAU CLAIRE, WI, 54703"
WI,EAU CLAIRE,TOWN OF PLEASANT VALLEY,EAU CLAIRE - TOWN OF PLEASANT VALLEY - WARD 001,414739,"PLEASANT VALLEY TOWN HALL AND FIRE STATION, S10414 COUNTY ROAD HH I, ELEVA, WI, 54738"
WI,EAU CLAIRE,TOWN OF WASHINGTON,EAU CLAIRE - TOWN OF WASHINGTON - WARD 003,416437,"WASHINGTON TOWN HALL, 5750 OLD TOWN HALL RD, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 032,417193,"SPIRIT (PREVIOUSLY NAMED OUR SAVIOR'S) LUTHERAN CHURCH, 1310 MAIN ST, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,CITY OF ALTOONA,EAU CLAIRE - CITY OF ALTOONA - WARD 010,417546,"River Prairie Center, 1445 FRONT PORCH PL, ALTOONA, WI, 54720"
WI,EAU CLAIRE,TOWN OF WASHINGTON,EAU CLAIRE - TOWN OF WASHINGTON - WARD 012,417642,NA
WI,EAU CLAIRE,CITY OF AUGUSTA,EAU CLAIRE - CITY OF AUGUSTA - WARD 004,418003,"AUGUSTA CITY HALL, 145 W LINCOLN ST, AUGUSTA, WI, 54722"
WI,EAU CLAIRE,CITY OF ALTOONA,EAU CLAIRE - CITY OF ALTOONA - WARD 003,418359,"River Prairie Center, 1445 FRONT PORCH PL, ALTOONA, WI, 54720"
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 043,1618883,NA
WI,EAU CLAIRE,CITY OF EAU CLAIRE,EAU CLAIRE - CITY OF EAU CLAIRE - WARD 020,412496,"UW-EAU CLAIRE ZORN ARENA, 121 GARFIELD AVE, EAU CLAIRE, WI, 54701"
WI,EAU CLAIRE,TOWN OF BRIDGE CREEK,EAU CLAIRE - TOWN OF BRIDGE CREEK - WARD 002,414986,NA
WI,EAU CLAIRE,TOWN OF WILSON,EAU CLAIRE - TOWN OF WILSON - WARD 001,417302,NA
